,input,output,gold,prefix
66,There were also no randomised trials that directly compared anticoagulants with antiplatelet drugs and the reported non-randomised studies did not show any evidence of a significant difference between the two.,Nous n'avons pas trouvé d'essais randomisés qui comparaient les anticoagulants directly avec les médicaments anti-plaquetaires pour une revue.,Des recherches supplémentaires sont nécessaires.,Simplify sentence from English to French: 
67,Randomised controlled trials that evaluated topical and systemic interventions for melasma.,Les auteurs de cette revue évaluaient des essais contrôlés randomisés comparant des interventions topiques ou systémiques par rapport à une intervention chirurgicale ou systémique pour la mélasme.,"Enfin, le mélasma mixte est une association du mélasma épidermique et dermique.",Simplify sentence from English to French: 
68,Tobacco use in Indigenous populations (people who have inhabited a country for thousands of years) is often double that in the non-Indigenous population.,Le tabagisme est souvent fois deux fois plus efficace et les personnes atteintes du cancer de la peau vivant dans un pays indésirables (manduement des populations qui ont  vécu dans un pays depuis des années d'âge) qui sont souvent incapables de couvrer une alimentation.,"Dans les populations autochtones, le nombre de fumeurs n'a pas diminué comme dans les populations environnantes.",Simplify sentence from English to French: 
69,To evaluate the effectiveness of intervention programmes to prevent tobacco use initiation or progression to regular smoking amongst young Indigenous populations and to summarise these approaches for future prevention programmes and research.,Cette revue examine les preuves actuelles pour les programmes d'intervention pour prévenir la consommation de tabagisme élimination et les progression à la consommation de tabagisme et pour permettre l'inhalation.,Cette étude a constaté qu'il n'y a pas assez de recherche publiée sur l'évaluation de programmes visant à dissuader les jeunes autochtones de commencer à consommer du tabac.,Simplify sentence from English to French: 
70,"Results of the ongoing trials will add to the evidence base but additional longer-term, high-quality trials are needed.","Les résultats de ces études sont nécessaires pour compléter les résultats des études à long terme, mais d'autres essais plus longues sont nécessaires.",Des essais de haute qualité et à plus long terme sont nécessaires afin de déterminer l'efficacité du tai-chi pour la prévention des MCV.,Simplify sentence from English to French: 
71,"Based on the available evidence, a conclusion cannot be drawn as to the efficacy of tobacco prevention initiatives tailored for Indigenous youth.","Par conséquent, il ne peut être observée que les mesures évaluées dans les essais disponibles ne sont pas claires.","L'information issue des deux études incluses dans cette revue (1 505 participants au total, dans les communautés amérindiennes) ne permet pas de déterminer si les programmes de prévention du tabagisme dans les populations autochtones parviennent à dissuader les jeunes autochtones de fumer ou de consommer du tabac sans fumée.",Simplify sentence from English to French: 
72,"No difference was observed in weekly smoking at 42 months follow-up in the one study assessing this outcome (skills-community group versus control: risk ratio [RR] 0.95, 95% CI 0.78 to 1.14; skills-only group versus control: RR 0.86, 95% CI 0.71 to 1.05).",Il n'y a eu aucun différence dans le tabagisme du sein à long terme entre les groupes seuls pour les résultats.,"L'information issue des deux études incluses dans cette revue (1 505 participants au total, dans les communautés amérindiennes) ne permet pas de déterminer si les programmes de prévention du tabagisme dans les populations autochtones parviennent à dissuader les jeunes autochtones de fumer ou de consommer du tabac sans fumée.",Simplify sentence from English to French: 
73,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Les personnes sous la forme d'une crème de coléquine, d'une crème de crème triple (hydroquinone, trétinone et fluocinolone acetonide), de la crème de coléquine et d'autres traitements combinés, incluant la crème à l'hydroquinone et les « peels de vitamine C » (pénésium chloride et rougeur de l'urine).","Parmi les traitements conventionnels contre le mélasma, on trouve les crèmes solaires, les crèmes dépigmentantes (comme l'hydroquinone), les crèmes contre l'acné (comme l'acide azélaïque), les rétinoïdes topiques (comme la trétinoïne) et les exfoliants faciaux où une solution acide est utilisée pour éliminer les couches superficielles de la peau (comme les exfoliants à base d'acide glycolique).",Simplify sentence from English to French: 
74,There was considerable heterogeneity between the studies included in this review and studies were small and at some risk of bias.,L'hétérogénéité de cette revue a été considérée comme faible.,"Qualité des preuves Les résultats de cette revue doivent être considérés avec prudence car les études étaient de petite taille, de courte durée et il y avait un risque de biais (où il y avait un risque d'apporter des conclusions erronées en raison du favoritisme par les participants ou les chercheurs).",Simplify sentence from English to French: 
75,The use of blunt needles can reduce this risk because they don't penetrate skin easily but still perform sufficiently in other tissues.,L'utilisation d'aiguilles étolés a permis d'éviter l'infection ; mais reste toujours efficace dans les tissus autres.,L'utilisation d'aiguilles émoussées est proposée afin de prévenir les blessures par piqûre d'aiguille.,Simplify sentence from English to French: 
76,"Allergic-type reactions were more common with the sponge, although discontinuation for discomfort differed in the two trials.",Il y avait plus de réactions allergiques type avec le mousse.,Certaines femmes ont présenté une allergie à l'éponge.,Simplify sentence from English to French: 
77,"On average, a surgeon that used sharp needles sustained one glove perforation in three operations.",Il est environ peu probable que un chirurgie ayant utilisé des aiguilles légers soustroie une perforation d'un aiguilles dans trois études.,"En moyenne, un chirurgien utilisant des aiguilles pointues subissait une perforation de gant pour trois opérations.",Simplify sentence from English to French: 
78,"Four studies focused on abdominal closure, two on caesarean section, two on vaginal repair and two on hip replacement.","Quatre études portaient sur cette fermeture, deux sur la cicatrice, deux sur les écisions, deux sur la réparation vaginale et deux sur le remplacement du colère.","Six études concernaient des 'opérations abdominales, deux la réparation vaginale et deux la pose de prothèse de hanche.",Simplify sentence from English to French: 
79,"In IVF procedures, oocytes and sperm are routinely co-incubated overnight, which may expose oocytes and zygotes to suboptimal culture conditions with increased reactive oxygen species (ROS) produced by sperm in this long term culture.","Pour les procédures de FIV, l'ovarien est oocépril, et ce organisme se développe quotidienne dans le cadre d'une implantation à la base d'ocytose dans un osiotopomie.","Dans les protocoles standard d'insémination pour FIV, les ovocytes sont exposés au sperme pendant 15 à 20 heures.",Simplify sentence from English to French: 
80,Melasma is an acquired symmetrical pigmentary disorder where confluent grey-brown patches typically appear on the face.,Le mélanome est un trouble glycémique systémique.,"Le mélasma est une maladie cutanée psychologiquement stressante connue également sous le nom de “chloasma” ou “masque de grossesse”) Des taches cutanées plus foncées apparaissent graduellement sur les joues, le front, le nez et la lèvre supérieure.",Simplify sentence from English to French: 
81,Preclinical studies have suggested that RIC may have beneficial effects in ischaemic stroke patients and those at risk of ischaemic stroke.,Les résultats de cette revue ont suggéré que les BRA pourrait avoir des effets bénéfiques dans les patients souffrant d'une PIO et chez les personnes ayant un accident cérébral ischémique.,Des études ont suggéré que le CID pourrait avoir des effets bénéfiques sur la prévention et le traitement de l'AVC ischémique.,Simplify sentence from English to French: 
82,"As tai chi involves exercise and can help in stress reduction, it may be effective in the primary prevention of CVD.",Le tai chi implique une exercice et une aide à gérer la stress.,"Cependant, on pense que le risque de MCV peut être réduit par un certain nombre de changement de comportements, y compris l'augmentation de l'activité physique et la relaxation pour réduire le stress et les deux sont inclues dans le tai-chi.",Simplify sentence from English to French: 
83,The use of blunt needles will thus prevent one glove perforation in every six operations.,La utilisation de césarienne a donc prévenir les omies chirurgicales : l'utilisation d'aiguilles slantes préveniraître une perforation de la coude à chaque six opérations.,L'utilisation d'aiguilles émoussées dans six opérations permettra donc d'éviter une perforation de gant.,Simplify sentence from English to French: 
84,"For smokeless tobacco use, no difference was found between the skills-community arm and the control group at 42 weeks (RR 0.93, 95% CI 0.67 to 1.30), though a significant difference was observed between the skills-only arm and the control group (RR 0.57, 95% CI 0.39 to 0.85).","Pour le recours à l'utilisation du tabagisme sans fumeur, aucun effet significatif n'a été observé entre l'BARM-PAC et le bloc témoin à las 42 semaines après l'intervention.","L'information issue des deux études incluses dans cette revue (1 505 participants au total, dans les communautés amérindiennes) ne permet pas de déterminer si les programmes de prévention du tabagisme dans les populations autochtones parviennent à dissuader les jeunes autochtones de fumer ou de consommer du tabac sans fumée.",Simplify sentence from English to French: 
85,"As an attempt to avoid possible detrimental effects on the oocytes from long exposure to sperm, the brief co-incubation insemination protocol was developed.",La protocole d'insémination étroite (CPI) d'étroite co-incidence au cours d'une expérience de longue durée de la sperme était développée dans la forme d'un protocole de co-incubation et d'introduction de foibles.,Il est possible que le raccourcissement du temps de co-incubation des ovocytes et du sperme puisse améliorer les résultats de la FIV en réduisant les effets néfastes des DRO sur les zygotes et sur la qualité des embryons.,Simplify sentence from English to French: 
86,Due to the limited evidence available currently no conclusions can be drawn as to the effectiveness of tai chi on CVD risk factors.,"De l'absence de données probantes disponible actuellement, aucune conclusion ne peut être tirée quant à l'efficacité de l'acupuncture tai chi sur les facteurs liés à l'hypertension cardiovasculaire (BCV).","En raison du petit nombre d'études à court terme et de la variabilité entre elles, nous ne sommes pas parvenus à déterminer de façon concluante si oui ou non le tai-chi était bénéfique pour réduire le risque cardio-vasculaire chez les adultes en bonne santé et chez les adultes présentant un risque accru de MCV, bien que des effets bénéfiques pour les facteurs de risque cardio-vasculaire ont été observés dans certaines études.",Simplify sentence from English to French: 
87,Statins consistently lower death and major cardiovascular events by 20% in people with CKD not requiring dialysis.,Il existe un nombre accru d'événements indésirables à risque.,Nous avons constaté que les statines réduisaient les risques de décès et d'événements cardiaques majeurs de 20 %.,Simplify sentence from English to French: 
88,Melasma is an acquired symmetrical pigmentary disorder where confluent grey-brown patches typically appear on the face.,L'épilepsie est une drépanocytose symétrique acquise par des patches confluentes de gris bloquant général à la tête.,"Le mélasma est une maladie cutanée psychologiquement stressante connue également sous le nom de “chloasma” ou “masque de grossesse”) Des taches cutanées plus foncées apparaissent graduellement sur les joues, le front, le nez et la lèvre supérieure.",Simplify sentence from English to French: 
89,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,Nous avons inclus les essais cliniques randomisés.,Les essais cliniques randomisés sont souvent appelés essais contrôlés randomisés et sont la meilleure conception d'étude pour répondre à ces questions.,Simplify sentence from English to French: 
90,The use of blunt needles reduced the risk of glove perforations with a relative risk (RR) of 0.46 (95% confidence interval (CI) 0.38 to 0.54) compared to sharp needles.,"L'utilisation des aiguilles d'argent réduit le risque d'une perforation du mitten avec une rétroaction relative (RR 0,46 (95% intervalle de confiance (IC) de 0 à 0,47) par rapport à les aiguilles sharpes.",L'utilisation d'aiguilles émoussées a réduit le risque de perforation des gants de 54% (intervalle de confiance à 95% : 46% à 62%) par rapport aux aiguilles pointues.,Simplify sentence from English to French: 
91,"They can be grouped into those including a bleaching agent such as hydroquinone, triple-combination creams (hydroquinone, tretinoin, and fluocinolone acetonide), and combination therapies (hydroquinone cream and glycolic acid peels), as well as less conventional therapies including rucinol, vitamin C iontophoresis, and skin-lightening complexes like Thiospot and Gigawhite.","Les personnes ayant des crèmes thérapeutiques qui comprenaient notamment un agent larer combiné (hidroquinone, crème de triple combination (hydroquinone et tréretinoine), et une combinaison (cérotine de hydroquinone et délavaments glycémiques, ainsi qu'un crème hydroquinone et de l'acide glycémique), ainsi qu'un crème d'hydroquinone et des plaies glycoliques-héréditaires (preuves de faible qualité), ainsi que des traitements moins conventionnels tels que la rucinol, la vitamine C iontophorese, ainsi qu'un soupçon et l'extraction de la peau.","Parmi les traitements conventionnels contre le mélasma, on trouve les crèmes solaires, les crèmes dépigmentantes (comme l'hydroquinone), les crèmes contre l'acné (comme l'acide azélaïque), les rétinoïdes topiques (comme la trétinoïne) et les exfoliants faciaux où une solution acide est utilisée pour éliminer les couches superficielles de la peau (comme les exfoliants à base d'acide glycolique).",Simplify sentence from English to French: 
92,"To compare, among patients treated with either anticoagulants or antiplatelet agents, the risk of ischaemic strokes and major bleeding episodes.",Cette revue recommandait de comparer la certitude des traitements avec les anticoagulants ou les agents antiplaquetaires pour l'AVC est une revue de la littérature pertinente pour comparer l'effet des anticoagulants avec les médicaments antiplaquetaires ou les agents antiplaquetaires chez les patients traités dans les acouphènes et à des premiersépisodes de sang.,Nous n'avons trouvé que des études de mauvaise qualité non randomisées comparant le traitement par anticoagulants à l'aspirine.,Simplify sentence from English to French: 
93,"The improved success rate at the first attempt may be more pronounced in infants and small children, in whom arterial line cannulation is more challenging than in older children.","Au cours du premier tentative de la première tentative, la réussite augmente davantage dans les nourrissons et les enfants peuvent être plus encontrados dans les enfants atteints de la lésion aérobique par rapport à celles dont le taux de réussite est plus faible.",Il est probable que l'échographie soit plus utile pour les nourrissons et les jeunes enfants que pour les enfants plus âgés.,Simplify sentence from English to French: 
94,"All studies had at least one domain with unclear risk of bias, and some studies were at high risk of bias for allocation concealment (one study) and selective reporting (two studies).","Dans toutes les études, dans huit les principaux critère de jugement de nos résultats, les trois études présentaient au moins un seul objet présentant un risque d'erreurs, et certains études présentaient un risque d'erreurs clairs concernant l'ampleur d'un essai et la présentation selectée des données.","Qualité des preuves Les résultats de cette revue doivent être considérés avec prudence car les études étaient de petite taille, de courte durée et il y avait un risque de biais (où il y avait un risque d'apporter des conclusions erronées en raison du favoritisme par les participants ou les chercheurs).",Simplify sentence from English to French: 
95,To compare the efficacy and continuation rates of the sponge with the diaphragm (used with nonoxynol-9).,Nous avons cherché dans la littérature les effets et la durée de la spongée par la diaphragme (utilisées avec un diaphragme sans aucun aucun traitement de liquide).,La présente revue comparait le degré d'efficacité de ces deux méthodes en termes de prévention de la grossesse.,Simplify sentence from English to French: 
96,Two authors independently identified trials and collected data.,Deux auteurs ont identifié les études et recueilli les données.,Deux auteurs de la revue ont consulté la littérature médicale disponible jusqu'en mai 2013 et obtenu les informations des essais identifiés.,Simplify sentence from English to French: 
97,"We searched the Cochrane Stroke Group Trials Register (16 January 2018), the Cochrane Central Register of Controlled Trials (CENTRAL; 2017, Issue 12) in the Cochrane Library (January 2018), MEDLINE Ovid (1946 to January 2018), Embase Ovid (1974 to January 2018), Web of Science Core Collection (1950 to January 2018) and three Chinese databases (January 2018).",Nous avons effectué des recherches dans les bases de données scientifiques dans l'assaignements du Cochrane à 26 janvier 2018.,Les résultats de cette revue sont à jour au mois de janvier 2018.,Simplify sentence from English to French: 
98,"Potential harms from statin therapy were limited by lack of systematic reporting and were uncertain in analyses that had few events: elevated creatine kinase (7 studies, 4514 participants; RR 0.84, 95% CI 0.20 to 3.48), liver function abnormalities (7 studies, RR 0.76, 95% CI 0.39 to 1.50), withdrawal due to adverse events (13 studies, 4219 participants; RR 1.16, 95% CI 0.84 to 1.60), and cancer (2 studies, 5581 participants; RR 1.03, 95% CI 0.82 to 130).","Les risques potentiels du traitement par statine étaient limités par le manque de suivi systémique, les erreurs du fonctionnement du foie, l'arrêt d'urgences de greffe (faill) ou du cancer (quatre études ; 5581 participants).","Nous avons constaté que ces questions n'étaient pas bien analysées dans les études que nous avons évaluées, et ces effets ne sont pas bien compris.",Simplify sentence from English to French: 
99,"Thiospot was more effective than placebo (SMD -2.61, 95% CI -3.76 to -1.47).",La thiospot était plus efficace que la placebo.,"La trétinoïne était plus efficace en termes d'éclaircissement du mélasma que le placebo, tout comme le complexe blanchissant Thiospot.",Simplify sentence from English to French: 
100,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,La espesage vaginale duo-finasse a été développée comme une alternative vers le diaphragme de contraception.,Le diaphragme est un dôme élastique qui se place dans la filière pelvienne et empêche les spermatozoïdes d'atteindre l'utérus.,Simplify sentence from English to French: 
101,"We included 50 studies (45,285 participants): 47 studies (39,820 participants) compared statins with placebo or no treatment and three studies (5547 participants) compared two different statin regimens in adults with CKD who were not yet on dialysis.",Trois études portant sur 5 547 adultes avec des MRC étaient comparées de deux stérodes différentes et n'avaient pas encore subi à un dialysie.,Nous avons examiné 50 études publiées avant juin 2012 concernant le traitement par statines chez plus de 45 000 personnes atteintes d'IRC qui n'avaient pas besoin d'un traitement de dialyse.,Simplify sentence from English to French: 
102,The results of this review are threatened by both risks of systematic errors (bias) and risks of random errors (play of chance).,Ces résultats sont imprécises par les risques de biais et les risques d'erreurs systématiques.,"Dans l'ensemble, la qualité des preuves était très faible.",Simplify sentence from English to French: 
103,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,L'aspiration de l'asthme es l'une des principales causes d'aspiration et de fracture des aortes (c.-à-d.,Des caillots sanguins peuvent se former dans l'artère à lendroit où elle est abîmée.,Simplify sentence from English to French: 
104,"In the larger USA trial, the 12-month cumulative life-table termination rates per 100 women for overall pregnancy were 17.4 for the sponge and 12.8 for the diaphragm.",Des résultats principaux de 1 682 femmes ayant subi une opération de la peau à six mois à l'aide d'un agent à l'aide d'un agent à l'aide d'une approche à la sortie de l'eczéma étaient de 17.4 pour le spongi pour le spassement et 12.8 pour le diaphragme.,"Sur 100 femmes utilisant une éponge pendant un an, environ 17 sont devenues enceintes, contre 13 parmi celles qui utilisaient un diaphragme.",Simplify sentence from English to French: 
105,"Azelaic acid (20%) was significantly more effective than 2% hydroquinone (RR 1.25, 95% CI 1.06 to 1.48) at lightening melasma but not when compared to 4% hydroquinone (RR 1.11, 95% CI 0.94 to 1.32).",L'acide Azelaque (20 %) était l'une des formes les plus efficaces que la hydroquinone (2 %) pour réduire l'melasma mais sans diabète.,"La crème associant 3 produits était significativement plus efficace pour l’'éclaircissement du mélasma, comparativement à l'hydroquinone seule ou des crèmes associant deux produits comme la trétinoïne et l'hydroquinone, la trétinoïne et l'acétonide de fluocinolone ou encore l'hydroquinone et l'acétonide de fluocinolone.",Simplify sentence from English to French: 
106,Addiction to nicotine usually begins during early adolescence and young people who reach the age of 18 as non-smokers are unlikely to become smokers thereafter.,"L'adolescence précoce et les jeunes en terme de 17 adultes, en âge de 18 n'apparaître pas à fumer après huit ans.",Les jeunes restent particulièrement exposés au risque de commencer à fumer.,Simplify sentence from English to French: 
107,"To compare, among patients treated with either anticoagulants or antiplatelet agents, the risk of ischaemic strokes and major bleeding episodes.",Nous avons cherché les études qui comparaient des anticoagulants et des agents antipseptiques pour réduire la perte de sang.,Des recherches supplémentaires sont nécessaires.,Simplify sentence from English to French: 
108,"In IVF procedures, oocytes and sperm are routinely co-incubated overnight, which may expose oocytes and zygotes to suboptimal culture conditions with increased reactive oxygen species (ROS) produced by sperm in this long term culture.","Dans les procédures de FIV, les oocytes et les spermatozodes et les sévères sont habituellement co-incubates à une nuit.",Une telle co-incubation de longue durée avec le sperme pourrait exposer les ovocytes et les zygotes à un milieu de culture sous-optimal en raison de niveaux élevés de dérivés réactifs de l'oxygène (DRO) produits par le sperme et d'autres produits du métabolisme.,Simplify sentence from English to French: 
109,No new trials have been identified since the initial review.,Aucun essai n'a été trouvé depuis la revue initiale.,Les femmes ont été environ 30 % de plus à cesser d'utiliser l'éponge que le diaphragme.,Simplify sentence from English to French: 
110,We included five RCTs reporting 444 arterial cannulations in paediatric participants.,Nous avons inclus cinq études qui ont recruté à quatre 044 cannulations.,Nous avons trouvé cinq études admissibles : quatre comparant l'échographie à la palpation et une comparant l'échographie à l'assistance auditive Doppler.,Simplify sentence from English to French: 
111,There were also no randomised trials that directly compared anticoagulants with antiplatelet drugs and the reported non-randomised studies did not show any evidence of a significant difference between the two.,La méthode de comparaison approuvée n'a pas montré de preuve de différence entre les deux études et aucune preuve n'était également montrée en raison de la différence d'état de l'infection avec les deux traitements et aucune étude n'a fait état des effets non randomisés.,L'aspirine est susceptible d'être aussi efficace et sûre que les anticoagulants chez ces patients.,Simplify sentence from English to French: 
112,The outcomes of interest were CVD clinical events and CVD risk factors.,Les critères d'intérêt incluaient les événements cliniques du DCL et les facteurs de risque des DCL.,"Cette revue a évalué l'efficacité du tai-chi chez les adultes en bonne santé et ceux présentant un risque élevé de MCV pour réduire les décès cardio-vasculaires, la mortalité toutes causes confondues, les paramètres non mortels (tels que les crises cardiaques, les AVC et les angines de poitrine) et les facteurs de risque cardio-vasculaire. Les caractéristiques de l'étude",Simplify sentence from English to French: 
113,Two authors independently identified trials and collected data.,Deux auteurs de la revue ont identifié les essais et extrait les données.,L'utilisation de deux auteurs de la revue pour identifier les études et obtenir des informations diminue les erreurs dans l'obtention des informations.,Simplify sentence from English to French: 
114,"Overall, 16 trials (464 participants) provided data for meta-analysis of box training (248 participants) versus no supplementary training (216 participants).","Dans l'ensemble, 16 essais (avec 464 participants) ont fourni les données pour une méta-analyse des résultats de l'entraînement de la boite (248 participants) contre aucune entraînement supplémentaire (216 participants).","Les caractéristiques de l'étude Les essais comparaient la formation utilisant des modèles en boite par rapport à l'absence de formation (16 essais; 464 participants) ou par rapport à différents types de formation utilisant des modèles en boite (14 essais; 382 participants) (certains essais et participants ont été inclus dans les deux comparaisons, car les essais avaient comparé différentes méthodes de formation utilisant des boites par rapport à l'absence de formation). Résultats principaux",Simplify sentence from English to French: 
115,The results of this review are threatened by both risks of systematic errors (bias) and risks of random errors (play of chance).,Les résultats de cette revue sont vulnérables auprès de risques liés à des errors systématiques (erreurs de la revue) et à des risques liés à l'échec des participants (erreurs de la décision).,"En outre, nos résultats sont sujets aux risques d'erreurs aléatoires.",Simplify sentence from English to French: 
116,"The improved success rate at the first attempt may be more pronounced in infants and small children, in whom arterial line cannulation is more challenging than in older children.","La meilleure taux d'échec du premier intent peut être plus pronounced chez les nourrissons et les petits enfants, dans lesquelles la cannulation de la ligne aérobique est plus équat.",Nous avons constaté que l'échographie augmentait le taux de réussite à la première tentative de la cannulation et réduisait la formation d'hématomes.,Simplify sentence from English to French: 
117,"To assess interventions used in the management of all types of melasma: epidermal, dermal, and mixed.","Nous avons réalisé à examiner les interventions utilisées dans le traitement de toutes les types de mélanome, et notamment pour les effets indésirables.","Le mélasma se divise en trois types : épidermique, dermique et mixte.",Simplify sentence from English to French: 
118,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,Le « brossage vaginal vaginal » a été développé en tant que diaphragme.,Il est également enduit de spermicide.,Simplify sentence from English to French: 
119,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.","L'une des cause les plus fréquentes de décès chez les personnes atteintes de CRC, comme la cause de la maladie cardiaque qui peut être associée à un risque de maladies en thromboscopie dans le sang.",Nous avons constaté que les statines réduisaient les risques de décès et d'événements cardiaques majeurs de 20 %.,Simplify sentence from English to French: 
120,Extracranial internal carotid artery dissection (eICAD) is a leading cause of stroke in younger patients.,"Dans les grandes études ayant été développées en 1990, une DIEAI (redisection latérale de l'artère carotidienne externe externe) est la principale cause de stroke chez les adultes de plus âge.",Ces caillots sanguins peuvent à leur tour occlure l'artère et entraîner un accident vasculaire cérébral (AVC).,Simplify sentence from English to French: 
121,The quality of the evidence was rated as high.,La qualité des preuves était élevée.,"Nous avons conclu qu'il existe des preuves de qualité élevée que l'utilisation d'aiguilles émoussées réduit sensiblement le risque qu'ont les chirurgiens et leurs assistants de contracter des maladies infectieuses dans toute une gamme d'opérations, de par la réduction du nombre de blessures par piqûre d'aiguille.",Simplify sentence from English to French: 
122,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",Le CKD est la cause les plus fréquente de décès chez les personnes atteintes de MCR à un stade précoce d'insuffisance rénale chronique (PRC) et du risque était similaire pour les personnes qui avaient un risque supérieur à ceux qui avaient obtenu une EC et un risque de crise cardiaque générale.,Les adultes atteints d'insuffisance rénale chronique (IRC) ont un risque élevé de développer des complications de maladie cardiaque.On pense que le traitement par statines diminue le cholestérol et réduit les risques de décès et de complications de maladie cardiaque.,Simplify sentence from English to French: 
123,Randomised controlled trials (RCTs) of blunt versus sharp suture needles for preventing needle stick injuries among surgical staff measured as glove perforations or self-reported needle stick injuries.,Les auteurs de la revue ont soutenu les résultats de six études qui ont été publiées de 2001 et en avril 2014 que la moitié des essais étaient menées dans des pays à revenu faible à haute pour réduire les blessures et des blessures de las saignements des gommes en utilisant une aide à la suture étroite à haut technique.,Une étude était incluse s'il s'agissait d'un essai contrôlé randomisé (ECR) sur l'utilisation d'aiguilles de suture émoussées plutôt que pointues pour prévenir les piqûres accidentelles chez le personnel chirurgical.,Simplify sentence from English to French: 
124,The contraceptive vaginal sponge was developed as an alternative to the contraceptive diaphragm.,L'aiguilles vaginales bénins doivent être développées comme alternative aux diaphragmes.,L'éponge vaginale est un moyen de contraception qui s’insère dans la filière pelvienne.,Simplify sentence from English to French: 
125,We included all randomised clinical trials comparing box model trainers versus no training in surgical trainees with no prior laparoscopic experience.,Les deux essais inclus comparaient les personnes ayant reçu une formation du box modèle par rapport à l'absence du formation dans le groupe de l'apprentissage qui présentait aucune expérience laparoscopique.,"Les caractéristiques de l'étude Les essais comparaient la formation utilisant des modèles en boite par rapport à l'absence de formation (16 essais; 464 participants) ou par rapport à différents types de formation utilisant des modèles en boite (14 essais; 382 participants) (certains essais et participants ont été inclus dans les deux comparaisons, car les essais avaient comparé différentes méthodes de formation utilisant des boites par rapport à l'absence de formation). Résultats principaux",Simplify sentence from English to French: 
126,"Similarly, discontinuation rates at 12 months were higher with the sponge than with the diaphragm (Odds ratio 1.31; 95% CI 1.07 to 1.59).",Les taux d'arrêt de la douche après une ciruge étaient supérieurs avec le diaphragme.,Les femmes ont été environ 30 % de plus à cesser d'utiliser l'éponge que le diaphragme.,Simplify sentence from English to French: 
127,"Meta-analysis showed that ultrasound guidance produces superior success rates at first attempt (risk ratio (RR) 1.96, 95% confidence interval (CI) 1.34 to 2.85, 404 catheters, four RCTs, moderate-quality evidence) and fewer complications, such as haematoma formation (RR 0.20, 95% CI 0.07 to 0.60, 222 catheters, two RCTs, moderate-quality evidence).",Les données probantes montrent que le guidée par sonde par radiofréquence rendait d'une meilleure efficacité sur les résultats lors de la première tentative de l'élimination (données probantes de qualité moyenne) et réduisait plus l'hématome formation (données probantes de qualité moyenne).,Nous avons constaté que l'échographie augmentait le taux de réussite à la première tentative de la cannulation et réduisait la formation d'hématomes.,Simplify sentence from English to French: 
128,We identified 13 small trials (1520 participants randomised) and three ongoing trials.,"Nous avons trouvé 13 essais, avec 1 030 participants randomisés.","Nous avons trouvé 13 essais, aucun d'entre eux n'était d'assez grande taille ou ne durait suffisamment longtemps pour examiner les effets du tai-chi afin de réduire les décès cardio-vasculaires ou les paramètres non mortels.",Simplify sentence from English to French: 
129,We included three trials (involving 371 participants) in the analysis of the effects of RIC on ischaemic stroke prevention.,Les études portant sur un total de 371 participants comparaient les techniques de prévention du traitement des LCA dans trois autres pays.,"Trois essais (portant sur 371 personnes) étaient admissibles à notre analyse sur la prévention par le CID de l’AVC ischémique, et quatre autres essais (portant sur 364 personnes) étaient admissibles à notre analyse sur le traitement par le CID de l'AVC ischémique.",Simplify sentence from English to French: 
130,"In people with carotid stenosis undergoing carotid stenting, there was no significant difference in the incidence of ischaemic stroke between participants treated with RIC and non-RIC (RR 0.22, 95% CI 0.01 to 4.03; 1 trial, 189 participants, low-quality evidence); however the stroke severity (assessed by infarct volume) was significantly lower in participants treated with RIC (mean difference (MD) -0.17 mL, 95% CI -0.23 to -0.11; 1 trial, 189 participants, low-quality evidence).","Les personnes présentant une fracture carotidienne a arrêté des taux de contrôle et des taux de douleur et d'assoufflement à la suite de la sténose cérébrale (preuves de faible qualité), mais les participants recevant les sténose cérébrale étaient significativement moins graves en comparaison avec les sténoses cérébrales (preuves de faible qualité).","Chez les personnes traitées au moyen d'une endoprothèse (insertion d'un tube de métal ou de plastique) pour le rétrécissement des artères du cou, le CID peut potentiellement réduire la taille des nouvelles lésions cérébrales causées par une réduction du débit sanguin.",Simplify sentence from English to French: 
131,"We rated the quality of evidence for all outcomes as moderate owing to imprecision due to wide confidence intervals, modest sample sizes and limited numbers of events.",La qualité des preuves,"Nous avons jugé la qualité des données probantes comme étant moyenne, principalement du fait d'un nombre limité d'études.",Simplify sentence from English to French: 
