pair_ID|pair_UID|sent_0_idx|sent_0|sent_1_idx|sent_1|aligning_method|ins|del|sub|ela|SB|tf-idf|Jaccard
ID-article0-1-9-1-0-0-6|UID|article0-1-9-1|Random effects meta-analyses were performed using relative risk (RR) for dichotomous outcomes and mean differences (MD) for continuous outcomes, with 95% confidence intervals (CI).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.15002107620239258|0.0|0.043478260869565216
ID-article0-1-9-1-0-0-7|UID|article0-1-9-1|Random effects meta-analyses were performed using relative risk (RR) for dichotomous outcomes and mean differences (MD) for continuous outcomes, with 95% confidence intervals (CI).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.27338144183158875|0.0|0.017543859649122806
ID-article0-1-10-0-0-0-0|UID|article0-1-10-0|Main results|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.04427068680524826|0.0|0.0
ID-article0-1-10-0-0-0-1|UID|article0-1-10-0|Main results|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.026169005781412125|0.0|0.0
ID-article0-1-10-0-0-0-2|UID|article0-1-10-0|Main results|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.19976189732551575|0.0|0.0
ID-article0-1-10-0-0-0-3|UID|article0-1-10-0|Main results|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.3393481373786926|0.0|0.0
ID-article0-1-10-0-0-0-4|UID|article0-1-10-0|Main results|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.27664893865585327|0.0|0.047619047619047616
ID-article0-1-10-0-0-0-5|UID|article0-1-10-0|Main results|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.13297204673290253|0.0|0.0
ID-article0-1-10-0-0-0-6|UID|article0-1-10-0|Main results|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.12789249420166016|0.0|0.0
ID-article0-1-10-0-0-0-7|UID|article0-1-10-0|Main results|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.19896019995212555|0.0|0.0
ID-article0-1-11-0-0-0-0|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.05461745336651802|0.0|0.041666666666666664
ID-article0-1-11-0-0-0-1|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.05470190942287445|0.0|0.03225806451612903
ID-article0-1-11-0-0-0-2|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.34626907110214233|0.0|0.047619047619047616
ID-article0-1-11-0-0-0-3|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|1|1|0|0|0|0.7351616024971008|0.05125023|0.29411764705882354
ID-article0-1-11-0-0-0-4|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.47539567947387695|0.036194332|0.1111111111111111
ID-article0-1-11-0-0-0-5|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.31219664216041565|0.0|0.03333333333333333
ID-article0-1-11-0-0-0-6|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.15243014693260193|0.0|0.029411764705882353
ID-article0-1-11-0-0-0-7|UID|article0-1-11-0|We found four small studies that met the inclusion criteria.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.2985047996044159|0.0020944995|0.046511627906976744
ID-article0-1-11-1-0-0-0|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.36135903000831604|0.0|0.0
ID-article0-1-11-1-0-0-1|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.34551602602005005|0.0|0.034482758620689655
ID-article0-1-11-1-0-0-2|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.3080594539642334|0.0|0.05263157894736842
ID-article0-1-11-1-0-0-3|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.29362955689430237|0.00097066595|0.05263157894736842
ID-article0-1-11-1-0-0-4|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.38447433710098267|0.017218322|0.16666666666666666
ID-article0-1-11-1-0-0-5|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.27737027406692505|0.0|0.0
ID-article0-1-11-1-0-0-6|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.22970250248908997|0.0|0.0
ID-article0-1-11-1-0-0-7|UID|article0-1-11-1|These studies enrolled 275 patients with 282 hydroceles.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.27962881326675415|0.00073195534|0.023809523809523808
ID-article0-1-11-2-0-0-0|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.3682168126106262|0.0|0.0
ID-article0-1-11-2-0-0-1|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.36653032898902893|0.0|0.08823529411764706
ID-article0-1-11-2-0-0-2|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.38450175523757935|0.0|0.038461538461538464
ID-article0-1-11-2-0-0-3|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.25426626205444336|0.0|0.038461538461538464
ID-article0-1-11-2-0-0-4|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3702690601348877|0.023068246|0.12903225806451613
ID-article0-1-11-2-0-0-5|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.4444115161895752|0.03462346|0.058823529411764705
ID-article0-1-11-2-0-0-6|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.5091841816902161|0.199372|0.14285714285714285
ID-article0-1-11-2-0-0-7|UID|article0-1-11-2|Participants were randomised to aspiration and sclerotherapy (155 patients with 159 hydroceles) and surgery (120 patients with 123 hydroceles).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.2871796190738678|0.0|0.041666666666666664
ID-article0-1-11-3-0-0-0|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.03878825157880783|0.0|0.030303030303030304
ID-article0-1-11-3-0-0-1|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|-0.023472530767321587|0.0|0.05128205128205128
ID-article0-1-11-3-0-0-2|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.21637406945228577|0.0|0.03333333333333333
ID-article0-1-11-3-0-0-3|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.47203031182289124|0.0010813426|0.06896551724137931
ID-article0-1-11-3-0-0-4|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|1|0|1|0|0|0.5712497234344482|0.0|0.08333333333333333
ID-article0-1-11-3-0-0-5|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.3530624806880951|0.0|0.02564102564102564
ID-article0-1-11-3-0-0-6|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.1435794234275818|0.0|0.07317073170731707
ID-article0-1-11-3-0-0-7|UID|article0-1-11-3|All studies were assessed as having low or unclear risk of bias for selection bias, detection bias, attrition bias and selective reporting bias.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.2730858325958252|0.0008154139|0.08
ID-article0-1-11-4-0-0-0|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|-0.05440950021147728|0.0|0.03571428571428571
ID-article0-1-11-4-0-0-1|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.004455791786313057|0.0|0.058823529411764705
ID-article0-1-11-4-0-0-2|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.2067456990480423|0.0|0.08333333333333333
ID-article0-1-11-4-0-0-3|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.15190541744232178|0.0|0.0
ID-article0-1-11-4-0-0-4|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.3280832767486572|0.0|0.0967741935483871
ID-article0-1-11-4-0-0-5|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.36212626099586487|0.0|0.09375
ID-article0-1-11-4-0-0-6|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.168451726436615|0.0|0.08333333333333333
ID-article0-1-11-4-0-0-7|UID|article0-1-11-4|Blinding was not possible for participants and investigators based on the type of interventions.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.26646819710731506|0.0|0.08888888888888889
ID-article0-1-11-5-0-0-0|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.030843021348118782|0.0|0.0
ID-article0-1-11-5-0-0-1|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|-0.014721718616783619|0.0|0.03125
ID-article0-1-11-5-0-0-2|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.14235928654670715|0.0|0.045454545454545456
ID-article0-1-11-5-0-0-3|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.21372130513191223|0.0|0.045454545454545456
ID-article0-1-11-5-0-0-4|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.347263902425766|0.0|0.06896551724137931
ID-article0-1-11-5-0-0-5|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.35168352723121643|0.0|0.10344827586206896
ID-article0-1-11-5-0-0-6|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.1549440175294876|0.0|0.058823529411764705
ID-article0-1-11-5-0-0-7|UID|article0-1-11-5|Blinding for statisticians was not reported in any of included studies.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.22440049052238464|0.02460649|0.09523809523809523
ID-article0-1-11-6-0-0-0|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|-0.0023237643763422966|0.0|0.023255813953488372
ID-article0-1-11-6-0-0-1|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.0642247125506401|0.0|0.04081632653061224
ID-article0-1-11-6-0-0-2|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.4929906725883484|0.0|0.07894736842105263
ID-article0-1-11-6-0-0-3|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.2990562915802002|0.0|0.05128205128205128
ID-article0-1-11-6-0-0-4|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.43644970655441284|0.012621088|0.06521739130434782
ID-article0-1-11-6-0-0-5|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.48930373787879944|0.0|0.13636363636363635
ID-article0-1-11-6-0-0-6|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.36203858256340027|0.0|0.125
ID-article0-1-11-6-0-0-7|UID|article0-1-11-6|There were no significant difference in clinical cure between the two groups (3 studies, 215 participants: RR 0.45, 95% CI 0.18 to 1.10), however there was significant heterogeneity (I² = 95%).|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.717856764793396|0.0|0.20754716981132076
ID-article0-1-11-7-0-0-0|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.0666315108537674|0.0|0.041666666666666664
ID-article0-1-11-7-0-0-1|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.007611475884914398|0.0|0.06666666666666667
ID-article0-1-11-7-0-0-2|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.2789955139160156|0.0|0.1
ID-article0-1-11-7-0-0-3|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.4913941025733948|0.0|0.0
ID-article0-1-11-7-0-0-4|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.32042497396469116|0.0|0.07142857142857142
ID-article0-1-11-7-0-0-5|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.24387943744659424|0.0|0.06896551724137931
ID-article0-1-11-7-0-0-6|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.14731980860233307|0.0|0.029411764705882353
ID-article0-1-11-7-0-0-7|UID|article0-1-11-7|On further investigation one study contributed all of the heterogeneity.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.40636545419692993|0.0|0.07142857142857142
ID-article0-1-11-8-0-0-0|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.18049848079681396|0.0|0.05405405405405406
ID-article0-1-11-8-0-0-1|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.16376511752605438|0.0|0.12195121951219512
ID-article0-1-11-8-0-0-2|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.3675163984298706|0.0|0.16129032258064516
ID-article0-1-11-8-0-0-3|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.46454840898513794|0.001481901|0.02857142857142857
ID-article0-1-11-8-0-0-4|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.4541916251182556|0.0|0.1282051282051282
ID-article0-1-11-8-0-0-5|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.39491379261016846|0.0|0.125
ID-article0-1-11-8-0-0-6|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-6|Postoperative complications such as infection and fever, as well as cost and time to work resumption were less in the aspiration and sclerotherapy group; however the recurrence rate was higher.|3|-2|-2|-2|0|0.28274667263031006|0.0|0.06521739130434782
ID-article0-1-11-8-0-0-7|UID|article0-1-11-8|This could be due to the agent used or perhaps due to the fact that this is a much older study than the other two studies included in this analysis.|article0-0-0-7|Cure at short-term follow-up was similar between the groups, however there is significant uncertainty in this result which may be as a result of the age of one of the studies and the different agent used compared to the other studies.|3|-2|-2|-2|0|0.5421286225318909|0.16626553|0.22916666666666666
ID-article0-1-11-9-0-0-0|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-0|Hydrocoeles are common cystic scrotal abnormalities, described as a fluid-filled collection around the testicles.|3|-2|-2|-2|0|0.1314789056777954|0.0|0.03389830508474576
ID-article0-1-11-9-0-0-1|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-1|Hydrocoele can be treated with drainage of the fluid along with an injection of a chemical around the testicle to prevent recurrence, or with open surgery.|3|-2|-2|-2|0|0.13248740136623383|0.0|0.11475409836065574
ID-article0-1-11-9-0-0-2|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-2|The aim of this review is to compare these two types of treatment.|3|-2|-2|-2|0|0.4686102271080017|0.0|0.07407407407407407
ID-article0-1-11-9-0-0-3|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-3|We found four small studies were identified after an extensive literature search.|3|-2|-2|-2|0|0.3047374188899994|0.0|0.017543859649122806
ID-article0-1-11-9-0-0-4|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-4|Due to limited information about the design of the studies, and the small number of patients enrolled, the results should be interpreted with caution.|3|-2|-2|-2|0|0.43990612030029297|0.017707478|0.1
ID-article0-1-11-9-0-0-5|UID|article0-1-11-9|When this study was removed from the analysis the heterogeneity was 0% and the result was significant (in favour of surgery) (2 studies, 136 participants: RR 0.74; 95% CI 0.64 to 0.85).There was a significant increase in recurrence in those who received sclerotherapy compared with surgery (3 studies, 196 participants: RR 9.37, 95% CI 1.83 to 48.4).|article0-0-0-5|Meta-analysis showed lower rates of recurrence in the surgery group, however there was insufficient evidence to draw a strong conclusion.|3|-2|-2|-2|0|0.6195045709609985|0.077355474|0.17543859649122806
